question_id,class,subject,chapter,topic,difficulty,question_type,question,option_a,option_b,option_c,option_d,correct_answer,explanation,ncert_reference
SCI_C7_794,7,Science,Changes Around Us,Chemical Indicators,Medium,MCQ,What happens to a copper plate when placed in a silver nitrate solution?,a) No change, b) Copper gets a silver coating, c) Copper turns red, d) Copper melts,b,Copper displaces silver from its solution due to its higher reactivity,Curiosity Ch 5
SCI_C7_795,7,Science,Adolescence,Hygiene,Easy,MCQ,Personal hygiene is especially important during adolescence to prevent:,a) Growing tall, b) Skin infections and body odor, c) Good grades, d) Hunger,b,Increased sweat gland activity during puberty requires regular cleaning to avoid bacteria,Curiosity Ch 6
SCI_C7_796,7,Science,Heat Transfer in Nature,Physics,Hard,MCQ,Which state of matter allows heat transfer primarily through convection?,a) Only solids, b) Only liquids, c) Liquids and gases, d) Only metals,c,Convection requires the movement of molecules; which is only possible in fluids,Curiosity Ch 7
SCI_C7_797,7,Science,Measurement of Time and Motion,Graphs,Medium,MCQ,In a distance-time graph; a straight line indicates _____ motion.,a) Uniform, b) Non-uniform, c) Circular, d) No,a,Uniform motion means the object covers equal distances in equal intervals of time,Curiosity Ch 8
SCI_C7_798,7,Science,Life Processes in Animals,Respiration,Medium,MCQ,Blowing into lime water turns it milky due to the presence of _____ in exhaled air.,a) Oxygen, b) Nitrogen, c) Carbon dioxide, d) Argon,c,Exhaled air contains a higher concentration of $CO_2$ which reacts with lime water,Curiosity Ch 9
SCI_C7_799,7,Science,Life Processes in Plants,Botany,Medium,MCQ,During the night; plants primarily perform which process?,a) Photosynthesis, b) Respiration, c) Transpiration, d) Digestion,b,Plants respire continuously; but photosynthesis only occurs in the presence of light,Curiosity Ch 10
SCI_C7_800,7,Science,Light: Shadows and Reflections,Reflectivity,Easy,MCQ,Which of the following acts as a luminous source of light?,a) Moon, b) Mirror, c) Sun, d) Table,c,Luminous objects produce their own light; while non-luminous ones only reflect it,Curiosity Ch 11
SST_C7_791,7,Social Science,New Beginnings: Cities and States,Society,Medium,MCQ,In ancient India; associations of traders and craftsmen were called:,a) Mahajanapadas, b) Shrenis, c) Varnas, d) Jatis,b,Shrenis acted as banks and regulated the quality and price of goods,Exploring Society Ch 4
SST_C7_792,7,Social Science,Rise of Empires,Inscriptions,Medium,MCQ,The messages of Emperor Ashoka to his subjects were mostly written in:,a) Sanskrit, b) Prakrit, c) Hindi, d) Persian,b,Prakrit was the language of the common people in the Mauryan empire,Exploring Society Ch 5
SST_C7_793,7,Social Science,Understanding the Weather,Hydrology,Easy,MCQ,The falling of water from clouds in the form of rain; snow; or hail is:,a) Evaporation, b) Condensation, c) Precipitation, d) Collection,c,Precipitation is a key component of the water cycle,Exploring Society Ch 2
SST_C7_794,7,Social Science,Climates of India,Monsoon,Hard,MCQ,Monsoon winds that bring rain to Tamil Nadu during winter are the:,a) Southwest monsoons, b) Northeast monsoons, c) Trade winds, d) Westerlies,b,The retreat of the monsoon causes rainfall on the Coromandel coast during Oct-Nov,Exploring Society Ch 3
SST_C7_795,7,Social Science,The Age of Reorganisation,History,Medium,MCQ,Which famous university was established during the Gupta period in Bihar?,a) Nalanda, b) Takshashila, c) Vikramshila, d) Aligarh,a,Nalanda was a world-renowned center of higher learning and Buddhist studies,Exploring Society Ch 7
SST_C7_796,7,Social Science,From the Rulers to the Ruled,Governance,Easy,MCQ,In a Democracy; who is considered the ultimate source of power?,a) The Army, b) The Parliament, c) The People, d) The King,c,The preamble of the Indian Constitution emphasizes 'We; the people',Exploring Society Ch 10
SST_C7_797,7,Social Science,The Constitution of India,Rights,Hard,MCQ,The Right against Exploitation specifically prohibits:,a) Going to school, b) Child labor and human trafficking, c) Traveling, d) Eating food,b,The Constitution protects children from being forced to work in dangerous conditions,Exploring Society Ch 10
SST_C7_798,7,Social Science,From Barter to Money,History,Medium,MCQ,The use of paper money in India was popularized during the _____ period.,a) Ancient, b) Medieval, c) Modern British, d) Vedic,c,Modern paper currency systems were introduced under colonial administration,Exploring Society Ch 11
SST_C7_799,7,Social Science,Understanding Markets,Civics,Medium,MCQ,A place where small shops sell items for daily needs in a colony is a:,a) Wholesale market, b) Shopping mall, c) Neighborhood market, d) Weekly market,c,These shops are convenient for residents as they are open daily and located nearby,Exploring Society Ch 12
SST_C7_800,7,Social Science,Geographical Diversity of India,Plateaus,Easy,MCQ,The Deccan Plateau is primarily composed of which type of rock?,a) Sedimentary, b) Metamorphic, c) Volcanic (Basalt), d) Sandstone,c,The plateau was formed by massive lava flows millions of years ago,Exploring Society Ch 1
MATH_C7_871,7,Mathematics,Operations with Integers,Absolute Value,Easy,MCQ,What is the absolute value of the integer -11?,a) -11, b) 11, c) 0, d) 1,b,The absolute value of a number is its distance from zero regardless of its sign,NCERT Ch 1
MATH_C7_872,7,Mathematics,Expressions using Letter-Numbers,Terms,Medium,MCQ,How many terms are in the algebraic expression $3x^2 + 5x - 9$?,a) 1, b) 2, c) 3, d) 4,c,Terms are the individual components of an expression separated by plus or minus signs,Ganita Prakash Ch 4
MATH_C7_873,7,Mathematics,Connecting the Dots,Arithmetic Mean,Medium,MCQ,If the mean of five numbers is 40; find their total sum.,a) 8, b) 200, c) 320, d) 40,b,Total sum is calculated by multiplying the mean by the number of values: $40 \times 5 = 200$,Ganita Prakash Ch 13
MATH_C7_874,7,Mathematics,A Peek Beyond the Point,Decimals,Medium,MCQ,Which decimal number is exactly halfway between 0.1 and 0.2?,a) 0.11, b) 0.15, c) 0.12, d) 0.105,b,Adding 0.1 and 0.2 gives 0.3; then dividing by 2 gives 0.15,Ganita Prakash Ch 3
MATH_C7_875,7,Mathematics,Number Play,Computational Thinking,Hard,MCQ,In the cryptarithm $T + T + T = UT$; if $T$ is a single digit; find $T$.,a) 3, b) 4, c) 5, d) 9,c,If $T=5$ then $5+5+5=15$; so $U=1$ and $T=5$ which satisfies the equation,Ganita Prakash Ch 6
MATH_C7_876,7,Mathematics,Geometric Twins,Angles,Medium,MCQ,Two angles are complementary if their sum is:,a) 90 degrees, b) 180 degrees, c) 45 degrees, d) 360 degrees,a,Complementary angles are a pair of angles whose measures add up to exactly 90 degrees,Ganita Prakash II Ch 1
MATH_C7_877,7,Mathematics,Parallel and Intersecting Lines,Properties,Medium,MCQ,If a transversal cuts two parallel lines; which angle pair is NOT necessarily equal?,a) Corresponding angles, b) Alternate interior angles, c) Co-interior angles, d) Vertically opposite angles,c,Co-interior angles are supplementary (sum to 180) rather than equal; unless they are 90 degrees each,Ganita Prakash Ch 5
MATH_C7_878,7,Mathematics,Working with Fractions,Operations,Hard,MCQ,What is the value of $3/4 \div 6$?,a) 1/8, b) 1/2, c) 9/2, d) 1/4,a,Dividing by 6 is the same as multiplying by 1/6: $3/4 \times 1/6 = 3/24 = 1/8$,Ganita Prakash Ch 8
MATH_C7_879,7,Mathematics,Connecting the Dots,Quadrants,Medium,MCQ,A point where $x$ is positive and $y$ is negative lies in which quadrant?,a) Quadrant I, b) Quadrant II, c) Quadrant III, d) Quadrant IV,d,Quadrant IV is the region of the Cartesian plane with positive horizontal and negative vertical values,Ganita Prakash Ch 13
MATH_C7_880,7,Mathematics,Finding the Unknown,Equations,Medium,MCQ,Solve for $x$ in $2x - 5 = x + 10$.,a) 5, b) 15, c) 10, d) -15,b,Subtract $x$ from both sides ($x - 5 = 10$) then add 5 to both sides to find $x = 15$,Ganita Prakash II Ch 7
MATH_C7_881,7,Mathematics,Large Numbers Around Us,Estimation,Easy,MCQ,Rounding 463128 to the nearest lakh gives:,"a) 4,00,000"," b) 5,00,000"," c) 4,60,000"," d) 4,70,000",b,Since the ten-thousands digit 6 is 5 or greater; we round up to 5;00;000,Ganita Prakash Ch 1
MATH_C7_882,7,Mathematics,Number Play,Sequences,Hard,MCQ,What is the 5th term of the Virahanka-Fibonacci sequence starting 1; 2; 3;...?,a) 5, b) 8, c) 7, d) 10,b,The sequence is 1; 2; 3; 5; 8; where each term is the sum of the previous two,Ganita Prakash Ch 6
MATH_C7_883,7,Mathematics,Working with Fractions,Mixed Numbers,Medium,MCQ,Convert 15/4 into a mixed fraction.,a) $3 \frac{1}{4}$, b) $4 \frac{3}{4}$, c) $3 \frac{3}{4}$, d) $2 \frac{7}{4}$,c,Divide 15 by 4 to get 3 with a remainder of 3; so $3 \frac{3}{4}$,Ganita Prakash Ch 8
MATH_C7_884,7,Mathematics,Parallel and Intersecting Lines,Angles,Easy,MCQ,Angles that share a common vertex and a common arm are called:,a) Linear pair, b) Adjacent angles, c) Vertically opposite, d) Supplementary,b,Adjacent angles are next to each other and share a boundary arm without overlapping,Ganita Prakash Ch 5
MATH_C7_885,7,Mathematics,Connecting the Dots,Central Tendency,Hard,MCQ,Which value is least affected by an outlier in a dataset?,a) Mean, b) Median, c) Total sum, d) Average,b,The median depends only on the middle position; not the magnitude of extreme values,Ganita Prakash Ch 13
MATH_C7_886,7,Mathematics,Arithmetic Expressions,Grouping,Medium,MCQ,Simplify $8 + (4 \times 2) - 10$.,a) 14, b) 6, c) 10, d) 4,b,Solve brackets first (8); then add 8 to get 16; then subtract 10 to get 6,Ganita Prakash Ch 2
MATH_C7_887,7,Mathematics,A Peek Beyond the Point,Measurement,Easy,MCQ,How many centimeters are in 2.5 meters?,a) 25 cm, b) 250 cm, c) 0.25 cm, d) 2500 cm,b,Multiply by 100 to convert meters to centimeters: $2.5 \times 100 = 250$,Ganita Prakash Ch 3
MATH_C7_888,7,Mathematics,Expressions using Letter-Numbers,Logic,Medium,MCQ,Write the expression for '5 times z increased by 3'.,a) $5z + 3$, b) $3z + 5$, c) $5(z + 3)$, d) $z/5 + 3$,a,Increase by 3 means adding 3 to the product of 5 and z,Ganita Prakash Ch 4
MATH_C7_889,7,Mathematics,Geometric Twins,Polygons,Easy,MCQ,A polygon with 6 equal sides and 6 equal angles is a:,a) Pentagon, b) Hexagon, c) Regular Hexagon, d) Heptagon,c,A hexagon has 6 sides; but it is called regular only if all sides and angles are equal,Ganita Prakash II Ch 1
MATH_C7_890,7,Mathematics,Finding the Unknown,Balance,Easy,MCQ,The equation $x + 4 = 4$ implies $x$ is:,a) 4, b) 0, c) 8, d) 1,b,Subtracting 4 from both sides results in $x = 0$,Ganita Prakash II Ch 7
MATH_C7_891,7,Mathematics,Connecting the Dots,Data Literacy,Easy,MCQ,A question that can be answered by collecting data that varies is a:,a) Personal question, b) Constant question, c) Statistical question, d) Fixed question,c,Statistical questions like 'How tall are the students' involve variability in data,Ganita Prakash Ch 13
MATH_C7_892,7,Mathematics,Operations with Integers,Signs,Medium,MCQ,Find the value of $(-1) \times (-1) \times (-1)$.,a) 1, b) -1, c) 0, d) 3,b,An odd number of negative signs in a product results in a negative value,NCERT Ch 1
MATH_C7_893,7,Mathematics,Number Play,Parity,Medium,MCQ,The product of two odd numbers is always:,a) Even, b) Odd, c) Prime, d) Zero,b,Multiplying two odd numbers like $3 \times 5 = 15$ always results in an odd number,Ganita Prakash Ch 6
MATH_C7_894,7,Mathematics,Geometric Twins,Triangle Property,Hard,MCQ,If two angles of a triangle are 36 and 72; find the third angle.,a) 72, b) 108, c) 90, d) 36,a,The sum is 180; so $180 - (36 + 72) = 180 - 108 = 72$,Ganita Prakash II Ch 1
MATH_C7_895,7,Mathematics,Expressions using Letter-Numbers,Evaluation,Medium,MCQ,If $p = 4$ and $q = 2$; find $7p - 3q$.,a) 22, b) 34, c) 10, d) 25,a,Substitute values: $7(4) - 3(2) = 28 - 6 = 22$,Ganita Prakash Ch 4
SCI_C7_896,7,Science,Adolescence,Endocrinology,Medium,MCQ,The male hormone responsible for secondary sexual characteristics is:,a) Estrogen, b) Progesterone, c) Testosterone, d) Insulin,c,Testosterone triggers changes like facial hair and voice deepening in boys,Curiosity Ch 6
SCI_C7_897,7,Science,Earth Moon and the Sun,Astronomy,Hard,MCQ,During a lunar eclipse; the shadow of the Earth falls on the:,a) Sun, b) Moon, c) Mars, d) Venus,b,A lunar eclipse occurs when Earth is positioned between the Sun and the Moon,Curiosity Ch 12
SCI_C7_898,7,Science,Exploring Substances,pH,Easy,MCQ,What is the nature of a solution that turns red litmus blue?,a) Acidic, b) Basic, c) Neutral, d) Salty,b,Bases are substances that react with red litmus to change its color to blue,Curiosity Ch 2
SCI_C7_899,7,Science,Measurement of Time and Motion,Physics,Hard,MCQ,If an object covers 100 meters in 10 seconds; its speed is:,a) 1 km/h, b) 10 m/s, c) 100 m/s, d) 0.1 m/s,b,Speed is distance divided by time: $100 / 10 = 10$ meters per second,Curiosity Ch 8
SCI_C7_900,7,Science,Life Processes in Plants,Transport,Hard,MCQ,Which tissue is responsible for carrying water from roots to leaves?,a) Phloem, b) Xylem, c) Cortex, d) Stomata,b,Xylem vessels form a continuous system of channels for water and mineral transport,Curiosity Ch 10
SCI_C7_901,7,Science,Changes Around Us,Oxidation,Medium,MCQ,Rusting occurs when iron reacts with oxygen and:,a) Nitrogen, b) Carbon, c) Water, d) Hydrogen,c,Moisture or water is essential for the chemical reaction of rusting to proceed,Curiosity Ch 5
SCI_C7_902,7,Science,Electricity: Circuits and Components,Safety,Easy,MCQ,A device that breaks an electric circuit during a power surge is a:,a) Switch, b) Fuse, c) Battery, d) Bulb,b,A fuse protects electrical appliances from damage by melting if current is too high,Curiosity Ch 3
SCI_C7_903,7,Science,Heat Transfer in Nature,Physics,Hard,MCQ,Heat transfer in liquids and gases primarily occurs through:,a) Conduction, b) Convection, c) Radiation, d) Reflection,b,Convection involves the actual movement of fluid particles to transfer thermal energy,Curiosity Ch 7
SCI_C7_904,7,Science,Light: Shadows and Reflections,Optics,Medium,MCQ,An image that cannot be obtained on a screen is called a:,a) Real image, b) Virtual image, c) Inverted image, d) Clear image,b,Virtual images appear to be behind the mirror and cannot be projected; unlike real images,Curiosity Ch 11
SCI_C7_905,7,Science,Wastewater Story,Microbiology,Medium,MCQ,Which organisms are used in vermi-processing toilets to treat human waste?,a) Bacteria, b) Fungi, c) Earthworms, d) Viruses,c,Earthworms process waste into high-quality manure known as vermi-cakes,Curiosity Ch 13
SCI_C7_906,7,Science,Life Processes in Animals,Respiration,Medium,MCQ,What is the byproduct of anaerobic respiration in yeast used in baking?,a) Lactic acid, b) Alcohol and $CO_2$, c) Oxygen, d) Water,b,Yeast breaks down glucose into ethanol and carbon dioxide without using oxygen,Curiosity Ch 9
